"SVC06_2","835_SEG","6","2110 - SERVICE PAYMENT INFORMATION","SVC","152"
"SVC06_3","835_SEG","6","2110 - SERVICE PAYMENT INFORMATION","SVC","153"
"SVC06_4","835_SEG","6","2110 - SERVICE PAYMENT INFORMATION","SVC","154"
"SVC06_5","835_SEG","6","2110 - SERVICE PAYMENT INFORMATION","SVC","155"
"SVC06_6","835_SEG","6","2110 - SERVICE PAYMENT INFORMATION","SVC","156"
"Medical Procedure Identifier","835_SEG_OPT","[Medical Procedure Identifier]","SVC01_1","SVC01_1","1"
"Bundled Cpt Code","835_SEG_OPT","[Bundled Cpt Code]","SVC01_2","SVC01_2","1"
"Cpt Code","835_SEG_OPT","[Cpt Code]","SVC01_2","SVC01_2","1"
"Revenue Code","835_SEG_OPT","[Revenue Code01]","SVC01_2","SVC01_2","1"
"Cdt Code","835_SEG_OPT","[Cdt Code]","SVC01_2","SVC01_2","1"
"Modifier-1","835_SEG_OPT","[Modifier-1]","SVC01_3","SVC01_3","1"
"Modifier-2","835_SEG_OPT","[Modifier-2]","SVC01_4","SVC01_4","1"
"Modifier-3","835_SEG_OPT","[Modifier-3]","SVC01_5","SVC01_5","1"
"Modifier-4","835_SEG_OPT","[Modifier-4]","SVC01_6","SVC01_6","1"
"Line Item Charge Amount","835_SEG_OPT","[Line Item Charge Amount]","SVC02","SVC02","1"
"Line Item Payment Amount","835_SEG_OPT","[Line Item Payment Amount]","SVC03","SVC03","1"
"Revenue Code","835_SEG_OPT","[Revenue Code04]","SVC04","SVC04","1"
"Blank","835_SEG_OPT","[Blank]","SVC04","SVC04","1"
"Quantity","835_SEG_OPT","[Quantity]","SVC05","SVC05","1"
"Product or Service ID Qualifier","835_SEG_OPT","[Product or Service ID Qualifier]","SVC06_1","SVC06_1","1"
"Procedure Code","835_SEG_OPT","[Procedure Code]","SVC06_2","SVC06_2","1"
"Modifier-1","835_SEG_OPT","[Modifier-1]","SVC06_3","SVC06_3","1"
"Modifier-2","835_SEG_OPT","[Modifier-2]","SVC06_4","SVC06_4","1"
"Modifier-3","835_SEG_OPT","[Modifier-3]","SVC06_5","SVC06_5","1"
"Modifier-4","835_SEG_OPT","[Modifier-4]","SVC06_6","SVC06_6","1"
"DTM47201","835_SEG","1","2110 - SERVICE PAYMENT INFORMATION","DTM472","157"
"DTM47202","835_SEG","2","2110 - SERVICE PAYMENT INFORMATION","DTM472","158"
"Service Date","835_SEG_OPT","[Service Date]","DTM47202","DTM47202","1"
"Blank","835_SEG_OPT","[Blank]","DTM47202","DTM47202","1"
"DTM15001","835_SEG","1","2110 - SERVICE PAYMENT INFORMATION","DTM150","159"
"DTM15002","835_SEG","2","2110 - SERVICE PAYMENT INFORMATION","DTM150","160"
"Service From Date","835_SEG_OPT","[Service From Date]","DTM15002","DTM15002","1"
"Blank","835_SEG_OPT","[Blank]","DTM15002","DTM15002","1"
"DTM15101","835_SEG","1","2110 - SERVICE PAYMENT INFORMATION","DTM151","161"
"DTM15102","835_SEG","2","2110 - SERVICE PAYMENT INFORMATION","DTM151","162"
"Service To Date","835_SEG_OPT","[Service To Date]","DTM15102","DTM15102","163"
"Blank","835_SEG_OPT","[Blank]","DTM15102","DTM15102","1"
"REF6R01","835_SEG","1","2110 - SERVICE PAYMENT INFORMATION","REF6R","164"
"REF6R02","835_SEG","2","2110 - SERVICE PAYMENT INFORMATION","REF6R","165"
"Document Control Number + Service Line Number","835_SEG_OPT","[Document Control Number + Service Line Number]","REF6R02","REF6R02","1"
"Reference Number","835_SEG_OPT","[Reference Number]","REF6R02","REF6R02","1"
"Line Item Control Number","835_SEG_OPT","[Line Item Control Number]","REF6R02","REF6R02","1"
"Blank","835_SEG_OPT","[Blank]","REF6R02","REF6R02","1"
"Document Control Number","835_SEG_OPT","[Document Control Number]","REF6R02","REF6R02","1"
"AMTB601","835_SEG","1","2110 - SERVICE PAYMENT INFORMATION","AMTB6","166"
"AMTB602","835_SEG","2","2110 - SERVICE PAYMENT INFORMATION","AMTB6","167"
"Allowed Amount","835_SEG_OPT","[Allowed Amount]","AMTB602","AMTB602","1"
"PLB01","835_SEG","1","PROVIDER ADJUSTMENT SUMMARY","PLB","168"
"PLB02","835_SEG","2","PROVIDER ADJUSTMENT SUMMARY","PLB","169"
"PLB031","835_SEG","3","PROVIDER ADJUSTMENT SUMMARY","PLB","170"
"PLB032","835_SEG","3","PROVIDER ADJUSTMENT SUMMARY","PLB","171"
"PLB04","835_SEG","4","PROVIDER ADJUSTMENT SUMMARY","PLB","172"
"Reference Identification","835_SEG_OPT","[Reference Identification]","PLB01","PLB01","1"
"Provider Tin","835_SEG_OPT","[Provider Tin]","PLB01","PLB01","1"
"Npi Number","835_SEG_OPT","[Npi Number]","PLB01","PLB01","1"
"Last Day Of Current Fiscal Period","835_SEG_OPT","[Last Day Of Current Fiscal Period]","PLB02","PLB02","1"
"Provider Adjustment Qualifier","835_SEG_OPT","[Provider Adjustment Qualifier]","PLB031","PLB031","1"
"Account Number","835_SEG_OPT","[Account Number]","PLB032","PLB032","1"
"Adjustment Amount With Opposite Sign","835_SEG_OPT","[Adjustment Amount With Opposite Sign]","PLB04","PLB04","1"
"SE01","835_SEG","1","TRANSACTION SET TRAILER","SE","173"
"SE02","835_SEG","2","TRANSACTION SET TRAILER","SE","174"
"Count Of Segments In The Transaction Set(ST/SE)","835_SEG_OPT","[Count Of Segments In The Transaction Set(ST/SE)]","SE01","SE01","1"
"Matches The Value In ST02","835_SEG_OPT","[Matches The Value In ST02]","SE02","SE02","1"
"GE01","835_SEG","1","FUNCTIONAL GROUP TRAILER","GE","175"
"GE02","835_SEG","2","FUNCTIONAL GROUP TRAILER","GE","176"
"Count Of The Transaction Sets(ST/SE)","835_SEG_OPT","[Count Of The Transaction Sets(ST/SE)]","GE01","GE01","1"
"Matches The Value Is GS06","835_SEG_OPT","[Matches The Value Is GS06]","GE02","GE02","1"
"IEA01","835_SEG","1","INTERCHANGE CONTROL TRAILER","IEA","177"
"IEA02","835_SEG","2","INTERCHANGE CONTROL TRAILER","IEA","178"
"Count Of The Functional Groups(GS/GE)","835_SEG_OPT","[Count Of The Functional Groups(GS/GE)]","IEA01","IEA01","1"
"Matches The Value Is ISA13","835_SEG_OPT","[Matches The Value Is ISA13]","IEA02","IEA02","1"
